2909, 0.410284, 0.315697, -0.0680532, 0.432972, 0.35221, -0.135411, -0.40775, 0.256757, 0.378241, 0.468242, 0.155085, 0.866626, -0.449521, -0.301306, 0.6558, -0.694746, -0.414618, -0.0214323, 0.153683, 0.0523216
3607, -0.121839, 0.11324, 0.293794, 0.450683, 0.137587, 0.52574, 0.0878407, -0.307486, 0.255411, 0.245785, 0.0185679, 0.804105, -0.9032, -0.0471661, 0.154958, -0.535104, 0.248456, -0.584846, 0.247493, 0.387175
2845, -0.344049, -0.183981, -0.343017, 0.200741, -0.376878, 0.376372, -0.244538, -0.47624, 0.487033, 0.285276, -0.281134, 0.443387, 0.0580158, -0.35899, -0.193511, 0.186799, -0.485116, 0.0969305, 0.113828, 0.130296
2703, 0.296971, 0.379863, -0.0469141, 0.0181733, 0.431994, -0.404904, -0.14907, -0.236068, 0.466344, -0.0264477, 0.224308, -0.119138, 0.140024, 0.485118, 0.255564, 0.331729, 0.479185, 0.0124015, 0.265639, 0.214418
2198, 0.538593, 0.449898, -0.757127, 0.290383, -0.591065, 0.0537118, -0.348037, 0.0852149, 0.488981, 0.417826, -0.110162, 0.561408, -1.04207, -0.0448947, -0.174019, -0.495967, 0.244249, -0.358942, 0.283502, -0.0100399
3530, 0.0309396, 0.284154, -0.202463, -0.433191, 0.156049, -0.623464, 0.318472, -0.239729, -0.408266, 0.143245, 0.0486504, 0.591134, -0.926933, 0.530855, -0.017671, 0.163918, 0.32209, 0.0568729, 0.286037, 0.328325
286, -0.121804, 0.170353, -0.479805, 0.0246268, 0.178963, 0.360498, 0.0132701, -0.0336634, -0.326103, 0.361443, -0.0121018, 0.0880452, -0.245495, 0.241033, -0.310072, -0.243357, -0.390601, -0.461108, -0.0824738, 0.452689
1843, 0.00695155, -0.132044, 0.267909, 0.168273, 0.0901392, 0.118122, 0.12797, -0.171884, -0.55774, 0.253512, 0.133409, -0.0607573, -0.781161, 0.136891, -0.265964, -0.446408, 0.201804, 0.302705, 0.553853, -0.438163
3382, -0.287317, 0.296148, -0.454285, 0.387594, -0.483622, -0.1114, 0.394064, -0.293608, 0.293967, 0.0759226, -0.0797807, 0.80074, 0.141302, 0.928406, -0.498108, -0.196388, -0.468708, -0.284314, -0.421159, 0.263572
127, 0.254059, -0.217355, -0.415289, 0.506144, 0.100122, 0.221065, 0.175305, -0.169752, 0.0567022, 0.174171, 0.193299, -0.294796, -0.195496, -0.0485072, 0.232936, -0.223113, -0.297053, -0.345586, -0.20362, 0.301392
3323, 0.203682, -0.19085, 0.0417834, 9.41723e-05, -0.425692, 0.37237, 0.517579, 0.339477, -0.240255, 0.141174, 0.267904, 0.577855, -0.160184, 0.598837, -0.0497874, -0.130897, -0.0933612, -0.456134, -0.401434, -0.0808455
2438, 0.530232, 0.51973, -0.772256, 0.283449, -0.264531, 0.47595, 0.260782, -0.205934, 0.115385, -0.407563, -0.400162, 0.495189, -0.0441239, 0.13675, 0.122929, 0.035589, 0.192784, -0.112511, -0.408703, 0.526791
3656, -0.383696, -0.155087, -0.149901, 0.534608, -0.213607, -0.0088934, -0.671755, 0.0832978, -0.449674, -0.317179, 0.406876, 0.867953, -0.574161, 0.104136, 0.0461685, -0.44859, -0.693949, 0.172339, 0.355459, 0.431112
591, -0.0723982, 0.321747, -0.626205, -0.336857, -0.231805, -0.181004, 0.0172759, -0.00417862, -0.510394, -0.405219, -0.186953, 0.30459, -0.15572, 0.0986855, -0.115059, -0.583199, -0.277613, -0.0780588, 0.570509, 0.344022
2543, -0.0123418, 0.562, -0.174108, 0.715277, 0.230145, 0.34812, 0.324625, 0.479538, -0.178488, -0.610077, 0.205828, 0.211255, -0.639615, 0.392255, 0.480668, -0.336775, 0.372248, 0.407762, 0.552204, 0.383133
404, -0.00315, 0.0205498, -0.604494, 0.786802, -0.68595, 0.577063, -0.633969, 0.285293, 0.740808, 0.502549, -0.458401, 0.603606, -0.960218, 0.417962, 0.32355, -0.791274, 0.489668, 0.163915, -0.0927453, 0.230423
1868, 0.0998935, 0.651018, -0.629619, 0.0424049, 0.154046, 0.0550236, -0.468678, 0.222089, 0.509277, -0.306892, -0.28428, -0.128053, -0.313383, -0.362831, -0.223122, -0.670529, -0.274196, 0.126377, 0.589336, 0.0248826
1434, -0.454837, 0.606835, -0.641957, 0.571104, -0.369474, 0.172385, 0.114427, -0.320822, -0.0689104, 0.377681, -0.626611, -0.0905273, -0.357448, -0.0984923, -0.0832551, -0.922895, 0.545233, 0.336627, 0.167458, 0.280394
624, -0.127298, -0.103008, -0.393744, 0.358446, -0.571901, 0.166597, 0.481389, -0.0337727, 0.531706, 0.376711, 0.61083, 0.440236, -0.0174587, 0.268179, -0.0413719, 0.0269433, -0.828613, -0.216273, -0.0163056, -0.0924922
2308, -0.37424, 0.187, -0.301397, 0.234803, 0.377129, 0.272854, -0.342295, 0.235289, 0.461793, -0.0200895, -0.12313, 0.350557, 0.0547895, 0.123988, 0.191415, -0.356278, 0.260066, 0.104658, -0.154171, 0.422391
2218, 0.198244, -0.145153, -0.34352, -0.314435, 0.187127, -0.419894, -0.0307378, -0.540363, 0.151486, -0.401683, -0.16055, 0.303248, 0.222983, -0.355523, 0.466865, -0.699526, -0.0550568, -0.0369096, 0.248346, 0.2765
3084, -0.318684, 0.0264726, -0.7639, 0.518291, -0.737349, 0.152406, -0.0519071, -0.264343, -0.107906, 0.171108, -0.0299358, 0.112851, -0.258729, 0.389928, 0.118024, -0.946651, 0.127397, -0.0280975, 0.221211, 0.518792
2309, 0.393061, 0.643415, -0.957149, 0.771913, -0.895396, -0.467532, -0.235345, 0.364409, 0.00105698, -0.0950633, 0.243932, 0.494479, -0.152923, -0.1245, 0.051647, -1.04912, -0.0393517, 0.49539, -0.0690597, 0.210623
1842, -0.451511, -0.151914, -0.810148, 0.284144, 0.348546, 0.748391, -0.062844, -0.31189, -0.03741, -0.318918, 0.106211, 0.139335, -0.641253, -0.335128, 0.211867, -1.0434, 0.159395, 0.667647, -0.0212562, -0.238235
2480, 0.458184, 0.871059, -0.464039, -0.242983, -0.270964, -0.437488, -0.436507, -0.490878, 0.554715, 0.221029, -0.720572, 0.787341, -0.202719, 0.135512, -0.417502, -0.392099, 0.622811, 0.211541, 0.610549, -0.395936
134, -0.0230493, 0.352116, -0.811191, 0.409023, -0.12312, -0.234104, 0.0720185, 0.64445, 0.333049, 0.0499204, -0.0598308, 0.218572, -0.0188206, -0.233241, 0.423968, -0.210688, 0.33664, 0.219767, 0.864544, 0.143131
439, -0.213044, 0.434898, -0.426794, 0.554575, -0.328775, -0.227381, -0.0131364, -0.000672059, -0.326491, 0.322443, -0.58823, 0.786598, -1.00592, 0.825416, 0.330345, -0.754934, -0.504576, 0.118789, 0.0679636, -0.0679331
1832, -0.159656, 0.117064, -0.021972, -0.543404, -0.185923, 0.0730815, -0.538406, 0.447378, 0.149995, -0.648324, -0.642842, 0.261354, -0.279529, -0.302261, -0.189098, -0.141174, -0.0797096, -0.345585, 0.578486, 0.0559894
